Frame,CS6_B5_nnv_ROI1,CS6_B5_nnv_ROI2,CS6_B5_nnv_ROI3,CS6_B5_nnv_ROI4,CS6_B5_nnv_ROI5,CS6_B5_nnv_ROI6,CS6_B5_nnv_ROI7,CS6_B5_nnv_ROI8,CS6_B5_nnv_ROI9,CS6_B5_nnv_ROI10,CS6_B5_nnv_ROI11,CS6_B5_nnv_ROI12,CS6_B5_nnv_ROI13,CS6_B5_nnv_ROI14,CS6_B5_nnv_ROI15,CS6_B5_nnv_ROI16,CS6_B5_nnv_ROI17,CS6_B5_nnv_ROI18,CS6_B5_nnv_ROI19,CS6_B5_nnv_ROI20,CS6_B5_nnv_ROI21,CS6_B5_nnv_ROI22,CS6_B5_nnv_ROI23,CS6_B5_nnv_ROI24,CS6_B5_nnv_ROI25,CS6_B5_nnv_ROI26,CS6_B5_nnv_ROI27,CS6_B5_nnv_ROI28,CS6_B5_nnv_ROI29,CS6_B5_nnv_ROI30,CS6_B5_nnv_ROI31,CS6_B5_nnv_ROI32,CS6_B5_nnv_ROI33,CS6_B5_nnv_ROI34,CS6_B5_nnv_ROI35,CS6_B5_nnv_ROI36,CS6_B5_nnv_ROI37,CS6_B5_nnv_ROI38,CS6_B5_nnv_ROI39,CS6_B5_nnv_ROI40,CS6_B5_nnv_ROI41,CS6_B5_nnv_ROI42,CS6_B5_nnv_ROI43,CS6_B5_nnv_ROI44,CS6_B5_nnv_ROI45,CS6_B5_nnv_ROI46,CS6_B5_nnv_ROI47,CS6_B5_nnv_ROI48,CS6_B5_nnv_ROI49,CS6_B5_nnv_ROI50,CS6_B5_nnv_ROI51,CS6_B5_nnv_ROI52,CS6_B5_nnv_ROI53,CS6_B5_nnv_ROI54,CS6_B5_nnv_ROI55,CS6_B5_nnv_ROI56,CS6_B5_nnv_ROI57,CS6_B5_nnv_ROI58,CS6_B5_nnv_ROI59,CS6_B5_nnv_ROI60,CS6_B5_nnv_ROI61,CS6_B5_nnv_ROI62,CS6_B5_nnv_ROI63,CS6_B5_nnv_ROI64,CS6_B5_nnv_ROI65,CS6_B5_nnv_ROI66,CS6_B5_nnv_ROI67,CS6_B5_nnv_ROI68,CS6_B5_nnv_ROI69,CS6_B5_nnv_ROI70,CS6_B5_nnv_ROI71,CS6_B5_nnv_ROI72
1031,65.833,164.353,226.95,117.091,155.75,139.125,211.75,153.5,179.5,41.55,123.824,101.273,235,81.452,78.8,226.182,214.677,55.417,141.645,255,225.833,240.5,228.355,254.583,239.75,251,236.971,255,190,104.875,141.909,197.812,255,165,162.214,244.636,250.182,165.5,46.638,76.879,248.032,70.429,178.429,241.375,135.9,148.688,223.625,181,109.625,181.889,76.929,47.721,39.5,253.05,211.25,144.432,38.208,151.125,74.757,13.385,194.833,198.091,133.229,39.348,57.2,175.125,8.951,46.3,136.923,72.333,90.875,62.161
1032,68.167,163,223.05,111.273,167.375,141.75,210.25,153.357,178.292,40.05,118.412,95,233.029,79.903,73.6,223,210.29,55.167,138.355,255,231.667,241,231.548,255,237.75,251.375,238.471,255,197,97.75,138.818,195.125,255,166,164.286,243.364,245.545,166.625,43.617,77.431,247.968,67.429,182.143,238.25,137.4,146.781,225.125,178.125,110.375,191.889,72.5,49.295,37.462,253.55,209.156,149.182,28.375,152.781,76.568,12.538,187.833,197.75,130.625,35.522,59.25,174,7.549,41.15,132.346,71.405,96.125,59.411
1033,61.583,166.706,226.2,116.909,156,138.583,213.964,152.929,185.833,43.45,114.5,101.545,233.882,82.742,74.8,226.909,209.484,53.667,140.968,255,229.208,241.929,231.419,255,238.1,251.312,236.647,255,199.7,97.875,140.636,198.5,255,161.375,163.929,243.909,250.545,169.875,46.66,78.379,248.194,73.893,178.714,246.125,133.9,145.781,224,179.875,114.312,185.889,69.31,49.77,41.538,252.3,210.281,147.273,34.958,146.656,75.946,12.308,193,196.909,132.75,37.739,55.05,173.953,7.756,44.95,136.846,72.595,98.75,58.071
1034,62,157.471,224.2,115.364,154.25,139.542,211.393,163.071,180.625,37.3,118.912,94.364,233.647,84.484,81.4,217.091,211.839,55.5,138.452,255,228.75,243.143,228.226,254.729,238.95,252.938,238.559,255,193.2,106.125,140,197.292,255,165.812,164.143,245.636,248.636,166.875,43.809,76.724,249.484,65.393,173.429,244.375,126.8,145.688,233.75,181.125,110.125,190,76.095,48.41,37.885,252.7,210.75,148.705,39,144.219,74.757,16,190.667,199.886,128.188,38.739,55.55,171.75,7.793,46.25,134.846,73.595,98.375,62.893
1035,68.75,155.294,223.25,112,159.25,137.208,214.143,153.214,177.542,42.6,121.676,94.091,232.647,82.161,62.8,220.727,211.871,47.25,141.774,255,228.958,239.286,228.806,254.729,239.9,253,239.676,255,186.9,98.25,139.091,195.062,255,166.5,165,241.545,249.091,158.125,44.447,78.414,246.839,67.821,171.643,242.125,135.2,143.562,223.375,172.625,106.688,189.556,74.976,49.426,42.269,251.65,208.25,148.136,36.708,147.562,74.459,15.962,203,197.591,127.229,37.696,55.05,175.156,6.902,40.15,133.192,73.262,99,61.375
1036,64.917,158.882,220.15,114.273,156.75,141.583,212,158.071,178.583,40.8,118.5,88.273,232.588,83.355,79.6,222.273,208.129,49.25,137.645,255,229.792,239.786,230.161,255,239.5,253.688,239.265,255,195.5,94.75,139.727,199.688,255,165.875,163.5,245.273,251.909,158.25,45.894,77.707,248.968,69.357,177.429,241.125,134.4,150.156,224.625,188.375,105.375,195.667,74.071,49.934,40.077,250.75,207.969,147.932,35.292,148.438,76.73,15.654,201.667,198.205,133.375,36.435,57.5,173.484,7.378,45.65,137.269,72.524,101.875,63.5
1037,65.5,158.706,225.75,109.455,165.75,143.75,206.536,158,181.375,34.35,118.794,96.364,231.324,82.935,70.6,222.091,212.677,49.833,143.645,255,229.917,242.071,230.677,255,238.6,249.812,238.853,255,187.8,100.875,134.273,195.75,255,166.688,161.857,244.182,250.091,165.125,45.064,75.19,248.677,66.214,176.643,238.125,140.9,150.719,226.5,185.25,109.812,187,73.786,48.426,37.885,250.9,209.312,144.318,35.125,148.312,76.189,13.731,193.5,201.477,127.479,38.957,54.4,174.312,7.854,40.75,136.808,70.714,97.625,62.714
1038,62.417,157.529,224.85,113.273,162.125,136.208,210.964,153.071,178.208,43.25,120.235,101.091,233.735,78.29,75.2,223.909,212.129,50.833,139.839,255,229.042,241.714,228.355,255,239,253.75,238.118,255,186.4,94.375,135.364,199.562,255,168.625,161,244,248.818,155.75,45.383,77.759,248.742,68.214,179.357,246.125,135,147.406,227.75,183,104.062,186.778,75.31,45.885,40.269,252.1,205.375,145.273,40.333,151.406,75.919,15.423,191.5,197.409,129.375,44.565,53.7,176.859,6.634,41,133.077,72.25,97.188,61.732
1039,65.75,159,212.6,116.091,155.125,140.167,213.107,155.286,178.333,38.65,115.059,98.909,232.559,84.194,72.6,224.273,213.677,50.75,137.839,255,230.792,239.929,230.097,255,238.65,252.125,239.765,255,188.3,96.875,141.182,198.583,255,165.188,161.786,243,248.727,156.75,42.532,77.207,247.935,69.357,178.643,242.375,130.3,146.062,220.75,187.25,111.25,184.333,75.786,47.574,37.846,251.45,212.219,144.636,33.417,151.125,77.189,13.346,187.167,202.068,131.042,36,56.5,174.297,7.841,46.55,135,74.369,96.312,60.857
1040,68.167,161.353,219,112.909,158,138.375,209.964,151,182.417,33.8,118.382,91.273,234.794,85.032,75.4,219.909,210,59.833,143.677,255,232.625,240.5,231,255,239.4,251.812,238.882,255,199.3,102.875,139.273,200.688,255,160.688,164.786,242.545,246.182,163.5,45.957,78.621,248.677,67.893,182,240.625,137,146.594,224.375,180.125,107.812,187.778,78.095,48.607,40.846,251.5,211.188,146.159,35.75,145.031,74.568,11.269,180.5,198.5,130.833,40.478,52.25,173.609,8.317,45.35,132.923,74,95.688,59.554
1041,65,158.824,221.65,118.182,149.75,136,208.179,156.571,178.167,40.85,115.765,88.636,231.912,83.129,90.2,225.182,211.806,50.833,144.419,255,230.583,240.714,229.258,255,240.55,253,237.206,255,193.7,97,142.182,200.375,255,160.375,163.286,241.818,250.091,160,44.021,76.966,248.355,67.036,177.714,237.125,138.8,143.812,224.875,169.75,101.375,186.778,76.857,48.443,40.038,250.35,212.969,147.386,35.042,149.906,79.514,14.115,188,196.091,129.958,34.609,52.55,172.766,8.049,37.75,137.308,72.845,97.75,63.107
1042,59,159.235,213.45,106.091,156.375,138.042,210.393,151.071,175.583,44.05,120.882,88,234.559,81.419,69.8,226.091,211,53.917,142.387,255,231.042,241,228.903,254.688,238.35,253.375,237.882,255,197.4,100.125,142.636,195.125,255,169.062,162.643,241.636,248.273,156.5,43.191,76.138,248.903,68.464,176.143,239.25,138.2,147.188,228.875,168.375,111.312,186.667,75.452,47.213,39.923,251.7,207.656,148.045,38.833,151.75,75.784,15.885,189.667,199,128.208,35.652,53.6,175.031,7.963,42.25,136.962,71.655,94.062,59.929
1043,65.083,159.941,219.1,117.636,157.125,143.208,212.75,152.643,177.625,42.95,115.676,96.273,235.618,81.935,81.2,222.455,215.839,52.667,141.161,255,228.75,239.429,228.613,255,239.35,252.125,237.441,255,193,96.875,140.455,196.083,255,159.5,169.357,242.182,247.273,172.625,42.106,79.397,247.903,72.821,175.857,244,131.5,144.531,226.25,194.625,106.188,194.333,78.476,46.213,41.692,252.4,208.75,145.659,34.667,145.906,73.757,14.385,189.833,197.909,129,37.826,55.85,171.391,6.366,44.4,132.192,74.226,97.5,60.893
1044,70.333,158.882,221.5,109.455,171.125,135.958,209.607,157.929,178.917,33.5,115.441,93.364,230.941,84.548,70,224.364,212.097,51.917,138.484,255,230.792,242.929,231.161,255,238.6,251.375,236.765,255,199,99.375,139,194.104,255,164.5,168.571,244.909,248.545,162.5,44.404,79.052,247.71,68.607,178.071,240,142.6,149.531,224.25,186.625,110.188,193.111,74.357,48.82,41.346,251.1,209.656,147.818,33.5,146.656,75.946,14.538,195.833,197.545,129.875,39.217,51.3,175.906,7.195,38.35,133.077,71.917,98.062,63.25
1045,63.667,157.941,220.6,107.273,162,140.667,209.786,158,175.708,39.6,117.735,82.909,231.353,80.226,69.8,224.273,212.774,54.917,144.065,255,232.25,242.929,229.645,255,236.3,252.688,237.324,255,195.2,104.125,133.364,197.083,255,163.875,164.214,240.091,243.636,168.125,42.298,78.81,248.419,70.607,180.5,246,135.7,147.938,225.75,172.625,105.75,188,77,48.197,41.192,251.05,208.562,146.068,34.208,142.344,75.703,16.077,192,196.273,130.979,36.13,55.05,174.906,6.854,39.8,135.769,71.036,95.562,63.875
1046,68.75,159.706,219.25,107.909,152.375,135.958,213.071,151.714,174.458,36.6,117.529,97.818,231.882,83.258,84,223.364,213.258,58.417,142.548,255,230.125,241,228.581,255,238.7,252.812,239.147,255,203.5,99.25,139,194.125,255,159.562,165.857,243.455,249.818,158.875,43.128,81.724,248.194,69.643,178.571,240,131.5,146.625,231,185.625,111.5,182.889,77.667,49.393,39.885,251.45,209.344,146.614,33,150.438,76.135,15.692,190.5,199.227,128.792,37.87,54.15,175.109,7.829,43.1,135.615,71,102.062,62.607
1047,68.083,163.118,219.05,114.364,165.875,140.167,211.286,151.143,176.792,37.95,122.706,92.273,234.618,85.323,77.4,225.545,214.161,55.583,139.871,255,230.375,242,228.71,255,238.65,252.625,237.941,255,191.3,98.875,145.182,197.938,255,161.938,167.357,244.727,249.273,156.875,42.489,80.448,247.645,71.393,174.714,241.125,130.6,147.875,226.75,183.25,112.125,182.333,81.024,47.885,37.769,252.3,211.781,148.409,32.417,143.656,76.297,14.769,195.167,197.114,128.917,38.391,54.4,173.188,7.049,41.7,134.808,70.548,98.75,62.071
1048,63.75,161.765,222,109.091,154.625,139.958,214.179,150.857,178.417,36,118.676,94.364,230.735,86.774,85.4,226.364,213.677,53.25,141.129,255,232.833,243.929,228.065,255,239.8,253.438,240.441,255,198.7,98.25,143.909,195.854,255,165,165.071,241.182,248.273,160.875,41.745,79.483,246.742,69.071,180.214,242.125,132.7,149.031,230.125,183.625,114.188,189.333,85.643,47.787,43.231,250.5,208.469,146.023,35.833,144.625,71.784,17.077,184.667,198.977,129.646,36.174,54.5,176.938,6.171,42.15,138.538,72.583,99.25,61.857
1049,61.833,159.765,215.2,109.909,157.875,142.125,213.464,150.071,177.917,40.95,117.265,86,232.471,81.613,75.6,223.909,213.387,53.083,139.194,255,232.292,242.714,229.161,255,239.2,252.438,237.5,255,199.5,96,134.364,198.25,255,160.75,167,245.727,247.545,168.625,41.149,80.741,248,73.286,180.5,236.625,134.7,144.344,229.625,179.875,105.75,187.889,80.643,49.377,39.115,251,210.969,143.386,28.292,146.969,75.297,13.231,188.5,200.25,129.833,36.522,51.05,173.422,7.634,40.7,135.462,72.095,100.688,60.5
1050,57.667,160.353,219.75,107.636,160.5,137.708,209.75,155.5,182.458,37.1,118,89.091,232.735,80.548,74.4,222.273,210.323,52.583,136.839,255,228.708,240.571,228,255,238.85,252.188,238.176,255,203.6,96.25,142.455,198.688,255,158.312,162.143,242.455,246.727,163,42.128,82.207,248.806,70.821,177.286,240.625,137.6,145.594,226.125,183,110.688,192.556,83.19,46.574,41.115,252.9,205.781,146.409,36.583,145.75,75.108,16.154,194.833,195.545,129.667,37.043,55,174.062,6.341,42.5,132.654,71.821,103.625,59.661
1051,65.583,157.176,218.8,111.909,154.25,139.125,211,153.357,177.083,37.55,120.676,89.182,234.118,81.774,74.4,225,211.968,60.083,140.484,255,230.333,238.643,229.935,255,237.5,253.25,238,255,200.2,98.875,140.091,192.083,255,168.438,161.857,244.182,246.545,156.5,43.872,82.81,247.742,67.786,173,240.375,143.6,147.281,225.125,176.625,104.188,194.222,85.048,49.033,39.308,253.25,209.344,148.068,36.625,140.875,76.919,14.692,193.667,197.182,130.562,33.304,50,174.312,6.793,42.9,136,72.714,99.125,59.768
1052,70.583,155.471,227,111.636,157.875,138.042,210.321,163.143,177.708,37.85,114.324,89.545,231.471,80.032,78.2,226.091,213.903,51.083,140.645,255,230.625,239.286,231.484,255,240.95,253.062,238.029,255,193.1,95.25,142.273,196.375,255,161.062,164.429,242.727,250,167.5,43.447,83.259,248.806,70.857,177.857,236.625,126.8,145.531,218.125,174.5,97.438,187.444,82.524,49.361,43.923,251.55,206.781,146.455,33.292,147.406,71.054,16.538,193.833,198.795,127.5,37.043,51.35,175.156,6.646,42.2,132.462,72.726,103.875,59.321
1053,58.25,157.471,223.2,112.727,162,138.042,211.964,160.143,177.083,38.7,119.382,91.818,234.735,79.968,80.6,227.636,212.774,51.333,138.097,255,229.833,241.571,229.323,254.75,237.85,251.312,236.5,255,199.8,94.125,139.182,196.229,255,165,166.429,242.091,248.909,163.25,41.468,82.828,248.065,69.607,178.714,240.25,140.2,145.656,230.75,174.125,104.688,184.333,84.071,50.393,40.885,253.85,212.062,147.227,36.083,149.812,76.757,14,188.5,198.682,126.938,35.783,51.5,173.391,7.549,39.65,135.269,70.417,99.5,62.304
1054,72.417,157.412,223.35,120.909,171.75,141.25,211.714,155.786,177.333,39.4,121.735,93.636,231.912,78.968,71.4,225,212,46.917,143.258,255,230.083,241.929,228.419,255,238.25,252.312,237.059,255,204.1,99.375,137.182,196.688,255,162.562,166.214,244.455,249,160.875,41.277,83.466,248.71,68.286,177.571,245.25,136.8,145.781,230.875,174.375,113.125,191,82.738,49.721,43.231,252.7,209.844,145.364,34.875,146.25,75.405,16.154,196,197.636,130.271,31.522,55.5,173,8.805,44,133,71.5,97,61.143
1055,64.083,156.353,225.2,112.455,154.875,139.125,213.179,154.643,178,34.1,118,86.273,231.912,84.226,79.2,227.636,211.742,53.667,139.903,255,232.792,238.643,229.355,255,237.3,253.438,240.118,255,200,94.5,138.545,199.167,255,161.562,163.714,246.364,249.091,165.75,41.511,81.586,249.484,72.393,176,239.5,142.2,148.062,226.125,183.5,113.625,181.222,89.143,48.131,38.962,254.25,208.062,148.568,32.875,148.438,70.432,15.962,191.5,195.818,128.188,35.087,54.3,175.156,8.134,47.2,132.5,69.845,90.562,60.804
1056,57.417,156.765,222.8,113.273,155.875,137.125,207.25,161.286,173.5,38.45,115.912,83.545,231.941,78.355,80.4,225.182,211.839,52.333,137.484,255,231.25,239.143,230.129,255,236.95,253.75,239.765,255,193.3,105,137.909,198.521,255,162.688,164.714,246,249.727,156.125,41.574,83.879,247.774,66.429,176.643,242.75,128.8,145.781,230.125,184.875,107,191.556,89.762,49.574,40.846,252.45,211.25,148.5,35.167,144.188,75.135,15.577,182.333,197.341,130.75,31.826,54.15,174.094,8.11,43.2,134.577,70.298,92.812,60.911
1057,64.833,155.882,217.85,108.636,159.625,139.083,208.75,155.357,179.792,38.3,114.5,91.727,231.412,84.419,83.6,222.818,213.419,54.5,139.581,255,229.125,242.857,231.452,255,237.85,252.875,239.059,255,195.3,95,139.545,196.521,255,162.75,163.929,242.091,245.545,169.25,39.128,83.759,248.935,66.643,175.929,243.375,127,150.469,225.25,177.875,107.688,188.667,85.405,46.77,37.923,251.25,208.719,147.977,33.875,147.938,72.595,15.692,182.333,197.023,128.25,29.391,49.25,175.062,8.39,34.55,134.346,73.548,100.312,62
1058,61.167,154.941,217.5,115.182,162.125,138.958,212.107,155.5,178.75,41.55,116.529,88.909,233.324,84.71,74,225.091,213.613,45.417,145.742,255,230.583,242.071,229.387,255,238.1,250.5,237.647,255,189.8,101.125,139.909,198.5,255,163.25,162.786,238.364,245.545,158,38.83,86.293,250.097,70.643,174.643,239.5,133.1,143.406,223.125,181.625,106.625,184.667,90.548,48.393,42.423,251.85,213.156,148.136,35.25,145.094,76.622,17.577,192.333,197.045,129.208,35.87,53.2,171.594,7.573,42.9,136.808,69.905,97.188,58.857
1059,69.583,156.176,218.8,114.636,163,139.625,209.964,158.857,170.458,36.4,112.765,91.182,232.882,81.097,71.6,223.182,211,48,137.226,255,229.25,241.357,228.742,254.938,239.8,253.375,238.971,255,196.4,106,147.909,193.604,255,160.625,161.929,243,246.273,160.25,41.255,82.293,247.935,70.929,174.857,238.625,132,147.562,227.625,180.375,101.125,186.444,90.643,49.754,37.231,253.6,208.062,145.909,38.208,144.656,70.973,17,196.667,198.136,129.521,36.565,48.65,175,8.195,39.6,133.154,69.69,99.75,62.732
1060,65.917,157.824,219.95,116.727,149.375,140.458,212.107,154.571,180.583,30.4,119.235,90.091,233.441,82.484,78.2,220.727,208.742,51.25,146.839,255,230.125,242.643,226.935,254.896,240.25,254.125,240.059,255,203.4,100.375,131.273,196.646,255,163.688,167.286,244.636,249.545,155.75,41.787,84.914,250.581,68.571,176.071,246.5,134.9,145.906,225.625,180.75,111.875,194,93.762,47.721,40.808,251.35,211.625,148.727,38.833,146.125,76.405,16.346,185.167,199.023,127.979,35.217,48.6,174.953,6.622,49.3,134.385,69.714,101.062,58.286
1061,62.833,163.765,221.3,116.091,152.875,135.417,212.357,159.214,178.542,39.05,119.029,86.818,232.294,82.613,76,222.091,207.516,52.417,140.452,255,230.458,238.357,230.355,255,239.1,254.75,236.5,255,193.5,93.25,146.364,192.646,255,164.812,159.071,241.545,243,156.625,41.489,86.362,248.677,64.75,177.429,244.75,132.5,145.5,222.5,186.375,109.812,188.667,88.167,50.246,42.692,249.35,208.344,146.273,38.208,144.125,74.459,15.769,183.833,197.091,129.833,33.087,52.85,174.078,8.354,41.95,132.231,71.036,98.125,62.589
1062,66.083,164.059,224.45,107.273,153.375,137.708,215.429,154.429,176.125,40,116.029,86.182,232.324,80,67.6,222.727,211.032,49.75,140.323,255,230.625,240.286,228.484,255,238.85,253.688,237.941,255,195.8,95,141.727,198.417,255,163.125,160,247.636,247.273,161,38.106,85.328,249,69.5,176.071,240.375,131.6,148.344,220.5,173.75,106.188,195.222,99.095,46.82,39.615,252.55,209.312,148.659,40.125,149.625,73.108,14.769,184.833,198.409,129.312,33.696,52.95,174.859,6.829,42.25,135.885,69.321,97.375,61.214
1063,59,160.471,222.55,114.636,148,138.125,211.321,153.143,176,40.2,118.735,78.545,232.412,82.71,73.8,222.091,212.032,45.5,138.806,255,228.292,239.357,228.742,254.833,238.05,252.812,237.912,255,197,105.125,142.273,193.5,255,167.562,163.714,245.818,248,155.375,38.128,86.5,249.581,71.143,179.643,234.625,136.7,145.719,230.375,174.5,110.625,192,95.238,48.328,38.615,253.6,212.906,147.182,31.833,148.406,71.892,18.192,178,198.773,128.875,33.522,46.5,174.188,6.268,41.6,135.846,71.131,98,62.125
1064,67.167,158.353,220.05,121,160.125,135.792,210.857,153.286,176,42,115.824,81.818,233.735,77.355,75.4,222.727,212.774,52.417,139.677,255,232.667,242.357,228.903,255,237.7,251.188,238.735,255,188.1,98.875,139.818,196.333,255,161.625,166.857,244.091,245.091,166.75,41.362,83.172,248.484,70.929,172.5,238.625,130.1,145.562,221.25,178.125,106.75,193.556,101.81,49.508,40.692,250.3,211.125,147.886,35.75,145.656,72.378,16.038,196,199.114,128.271,32.913,54.1,174.609,5.841,43.1,137.654,72.143,94.312,63.679
1065,68.25,154.294,220.6,108.727,160.125,140.083,212.929,152.857,174.333,36.55,113.941,97.455,233.676,81.903,82.4,223.182,211.581,53,145,255,231.833,239.929,229.194,254.896,236.95,251.375,238.059,255,193.4,105.625,138.091,196.042,255,162.375,164.857,247.364,247.455,169,39.085,85.103,247.903,63.107,174.929,241.5,128.4,146.938,223.875,180.75,107.688,187.222,103.167,47.574,39.654,253.75,210.906,148.909,37.542,145.344,72.108,14.846,185.333,197.841,126.146,38.087,51.75,174.859,5.988,43.35,132.731,71.583,98,60.821
1066,72.667,159.118,220.6,116,152.75,138.792,208.607,150.214,177,34.1,116.059,79.455,234.882,84.323,77.8,225.636,209.613,47.917,141.032,255,228.208,243.071,228.097,255,238.8,252.688,236.676,255,195.4,102.25,141.909,193.667,255,165.25,162.643,243,251,159,41.064,87.759,249,68.607,172.214,242.625,139,148.344,228.25,181.25,108.5,189.444,104.429,51.443,39,253.5,208.844,147.659,34.958,147.656,69.595,16.423,188,197.341,126.062,31.826,53.3,173.891,6.61,42.1,133.231,68.583,93.938,61.25
1067,67.333,154.294,224.95,111.455,148.375,139.458,212.179,153.143,177.958,46.65,114.412,84.818,230.853,86,87.8,218.636,213.677,59.833,140.323,255,229.375,242.143,228.806,255,238.8,252.5,240.941,255,191.1,97,136.909,196.625,255,158.812,162.429,242.727,245.455,162.25,38.702,87.759,247.742,66.107,177.286,238.25,134.8,145.031,222.375,167.5,111.625,183,112.048,46.738,39.885,254.45,208,149.25,40.583,144.156,73.514,17.615,191.333,197.25,127.021,34.043,49.15,175.094,7.122,39.85,128.385,72.726,92.75,61.929
1068,66.833,162.647,220.65,112.727,158.875,138.208,211.643,160.714,177.75,38.6,113.735,84.455,231.294,84.484,82.6,228,211.226,49.167,141.355,255,228.75,242.643,229.581,255,238,252,237.941,255,193.1,95.375,138.727,197.375,255,164.625,164.571,244.091,247.636,167.125,39.489,86.293,248.129,70.179,178.5,244.25,132,147.438,226.125,169.5,106.062,183.333,109.881,47.984,37.5,252.8,207.812,146,34,144.625,73.865,17.538,183.5,198.045,127.833,32.565,48.25,174.391,7.159,44.15,133.231,70.321,105.375,61
1069,61.167,157.529,219.95,107.909,148.75,137.167,213.643,153.714,180.083,40.3,113.029,85.364,232.794,83.387,77,221.636,211.323,51.417,137.613,255,230.917,243,229.129,254.896,239.45,252.25,236.824,255,200.3,89.75,137.818,191.792,255,165.875,164.214,244.091,248.636,161.75,41.723,84.069,249.323,67.036,175.571,243,136.6,147.219,219.625,178.25,102.75,188.667,116.262,49.279,41.423,252.85,213.562,146.432,32.417,148.219,73.108,15.538,182.333,197.909,123.792,29.696,48.75,176.703,7.22,44.65,134.538,70.833,98.875,61.75
1070,62.333,155.824,218.4,109.364,158.375,136.833,210.5,155.786,175.542,42.9,116.265,78.818,231.912,80.29,75,219.545,210.452,54.833,138.645,255,230.583,240.714,230.871,255,236.5,253.75,238.441,255,185.8,99.5,139.909,195.521,255,162.625,166.643,242.545,247.545,166.125,40.213,85.948,248.194,65.821,179.071,236.25,137.7,144.594,235.875,191.625,104.688,187.222,116.81,49.41,42.538,254.9,208.594,146.136,35.833,148.188,70.649,15.846,172.667,196.591,123.208,35,51.55,175.281,7.049,47.55,133.423,70.607,99.812,63.554
1071,65.583,156,223.9,109.909,150.25,137,208.286,155.571,177.917,38.45,112.588,83.818,232.529,81.161,76.4,219.364,214,48.25,137.419,255,229.25,238.714,229.226,255,238.6,252.688,239.794,255,199.5,95.875,140.364,196.042,255,167.312,159.857,241.273,248.273,165.5,38.277,83.776,247.548,67.679,179.643,239.875,136.2,146.125,214.375,176.375,109.75,188.333,125.143,51.377,40.5,251.7,209.938,145.955,34.583,146.344,73.054,17.423,176.833,198.818,127.417,34.957,55.3,176.125,7.195,41.75,137.692,70.476,95.75,60.786
1072,66.75,160.765,219.15,118.455,167.125,138.958,208.179,163.071,173.75,38.95,114.588,79.182,234.647,82.871,80.2,229,211.742,55.167,138.355,255,228.292,240.786,228.968,255,237.85,252.938,236.412,255,189.4,103.5,141,198.271,255,162.812,162.429,246.364,247.636,154.75,37.66,85.586,248.968,67.357,177.286,240.375,131.5,146.25,223,174.625,104.438,191.667,134.69,49.918,38.577,253.5,207.406,145.386,36.625,143.719,74.757,14.769,186.333,195.841,125.062,33.957,52.8,173.875,6.793,42,135.385,71.417,94.562,60.357
1073,63.833,161.353,214.75,108.364,155.625,139.375,207.821,154.714,173.667,37.25,117.941,84.636,232.059,79.258,77.4,228.364,211.871,48.917,141.29,255,231.625,237.786,226.613,255,238.2,253.75,238.618,255,191.9,97.25,137.091,196.042,255,165.125,163.714,246.636,247.727,164.625,38.191,85.793,248.645,66.75,173.214,241.375,139.1,144.156,227.875,174,110.375,186.889,140.286,48.459,40.538,252.2,207.688,146.432,33.708,144.625,74.838,12.538,172,194.386,124.562,29.739,48.35,174.359,7.146,39.5,138.077,71.381,100.75,61.75
1074,64.833,159.235,217.35,113.364,152.375,137.333,208.179,155.286,179.875,35.55,109.176,77.545,233.824,81.968,85.2,224.364,209.839,58.25,136.484,255,227.042,240.286,228.839,254.75,238.45,253.312,235.294,255,192.5,91.375,134.273,195.667,255,163.125,162,242.182,245.273,158.25,38.106,85.241,247.29,72.464,176.929,240.25,133.6,143.875,226.5,179.75,106.375,187.111,143.119,47.754,42.808,251.35,207.906,145.023,37.792,151.062,72.811,15.654,190,198.091,126,34.348,47,175.656,6.037,40.25,135.423,72.25,90.625,58.964
1075,63.5,160.706,220.75,114.727,155.375,136,208.464,150.5,182.125,39.65,114.118,81.727,231.206,86.29,81.2,220.091,212.935,49.833,137.613,255,230.792,239.429,227.387,254.958,238.8,253.25,237.265,255,195.8,96.625,135.273,196.729,255,161.312,166.357,244.182,248.182,162.625,38.723,86.017,247.29,72.964,182.429,240.125,131.3,144.969,231.125,183.125,104.25,187.556,146,48.311,42.5,250.1,209.562,145.955,32.042,148.219,74.189,19.462,179.167,197.682,127.25,32.913,48.9,171.5,6.537,39.6,129.308,69.952,96.438,63.196
1076,67.167,157.353,215.4,110.182,155.25,134.125,208.464,158,177.792,33.7,115.706,75.545,231.794,85.097,88.4,223,209.935,48.667,138,255,231.833,238.643,228,255,238.75,252,238.059,255,189.1,97.375,137.364,196.125,255,165.062,163.714,241.364,240.727,159.125,39.745,84.172,246.903,68.286,176.214,238,140.2,147.031,230.25,176.375,106.062,186.111,153.881,47.377,42.731,249.3,212.469,145.25,35.292,144.25,75.73,15,174.167,197.432,126.875,36.652,51.05,176.672,6.72,44.15,133.038,70.655,100,62.357
